problem, generation, min, mean, stdev, max
jp50, 31, 13, 114114.69, 118919.06, 3236.52, 127178.40
jp50, 32, 13, 114997.83, 119965.26, 2992.25, 127178.40
jp50, 33, 13, 116341.88, 121013.60, 2835.91, 130605.44
jp50, 34, 13, 118765.56, 122311.20, 2433.89, 130605.44
jp50, 35, 13, 119961.60, 123501.34, 2687.49, 130860.57
jp50, 36, 13, 120733.98, 124612.72, 2695.52, 131740.11
jp50, 37, 13, 121575.39, 125191.85, 2750.65, 132870.89
jp50, 38, 13, 122332.76, 126185.69, 2672.67, 133223.65
jp50, 39, 13, 123499.97, 126948.50, 2582.90, 133223.65
jp50, 40, 13, 123855.65, 127574.62, 2499.58, 133223.65
jp50, 41, 13, 124903.77, 128576.33, 2502.31, 137430.21
jp50, 42, 13, 126090.71, 129636.94, 2428.38, 137430.21
jp50, 43, 13, 127178.40, 130607.80, 2420.01, 137430.21
jp50, 44, 13, 127681.55, 131286.60, 2340.42, 137430.21
jp50, 45, 13, 128688.00, 132086.54, 2191.22, 137430.21
jp50, 46, 13, 129948.31, 132750.53, 2027.61, 137430.21
jp50, 47, 13, 130571.71, 133241.07, 1927.23, 137430.21
jp50, 48, 13, 130691.30, 133638.49, 1815.65, 137430.21
jp50, 49, 13, 132086.33, 134609.08, 1483.30, 137430.21
jp50, 50, 13, 132942.28, 135179.48, 1370.52, 137544.19
jp50, 51, 13, 133562.35, 135591.74, 1211.38, 139280.02
jp50, 52, 13, 134281.12, 136063.53, 1093.35, 139280.02
jp50, 53, 13, 134812.81, 136353.35, 968.32, 139280.02
jp50, 0, 14, -718727.87, -447213.73, 106783.14, 0.00
jp50, 1, 14, -569408.41, -414997.21, 99753.47, 0.00
jp50, 2, 14, -533226.19, -394172.81, 92098.49, 0.00
jp50, 3, 14, -517467.41, -383347.20, 88672.92, 0.00
jp50, 4, 14, -482243.24, -368557.39, 83750.65, 0.00
jp50, 5, 14, -470415.36, -360175.82, 81048.69, 0.00
jp50, 6, 14, -456950.87, -346166.42, 81229.55, 0.00
jp50, 7, 14, -451773.95, -337603.84, 81069.11, 0.00
jp50, 8, 14, -440664.19, -317928.80, 83257.74, 10640.96
jp50, 9, 14, -413451.97, -298179.51, 82149.71, 10640.96
jp50, 10, 14, -391848.42, -276547.11, 88752.58, 10640.96
jp50, 11, 14, -363920.91, -246801.60, 100589.79, 32401.46
jp50, 12, 14, -331454.44, -214669.96, 110413.48, 47597.92
jp50, 13, 14, -321440.42, -179630.16, 115792.06, 47597.92
jp50, 14, 14, -280499.41, -125518.45, 113572.20, 48186.05
jp50, 15, 14, -233881.76, -67586.53, 95548.74, 48186.05
jp50, 16, 14, -171016.66, -14890.75, 56443.66, 57016.43
jp50, 17, 14, -50292.24, 14571.34, 24026.98, 67013.82
jp50, 18, 14, 0.00, 26509.65, 18639.19, 67013.82
jp50, 19, 14, 10640.96, 36256.46, 16632.35, 84594.63
jp50, 20, 14, 18613.86, 44243.66, 14558.59, 84594.63
jp50, 21, 14, 31239.01, 52225.04, 12377.93, 84594.63
jp50, 22, 14, 44101.76, 58918.39, 10340.55, 87966.98
jp50, 23, 14, 49071.81, 64433.29, 10428.85, 95339.07
jp50, 24, 14, 55353.91, 68973.46, 9496.61, 95339.07
jp50, 25, 14, 58840.57, 72958.22, 9375.60, 97471.45
jp50, 26, 14, 65903.14, 77208.58, 8331.29, 97812.42
jp50, 27, 14, 67592.07, 80594.84, 8192.31, 104672.96
jp50, 28, 14, 74813.65, 84563.91, 7567.69, 104672.96
jp50, 29, 14, 77541.52, 88147.24, 7262.78, 104672.96
jp50, 30, 14, 81139.39, 91091.57, 6060.42, 104672.96
jp50, 31, 14, 84594.63, 93540.13, 5652.11, 106032.92
jp50, 32, 14, 87058.35, 96379.52, 5183.38, 106296.72
jp50, 33, 14, 91413.57, 98614.45, 4541.80, 106296.72
jp50, 34, 14, 94436.48, 100624.26, 3882.11, 107510.07
jp50, 35, 14, 96635.90, 102497.33, 3287.75, 112007.63
jp50, 36, 14, 97883.90, 103849.85, 2562.89, 112007.63
jp50, 37, 14, 100999.12, 104540.76, 2054.21, 112007.63
jp50, 38, 14, 103116.55, 105306.25, 1754.09, 112007.63
jp50, 39, 14, 103677.58, 105754.70, 1980.42, 112446.56
jp50, 40, 14, 104140.31, 106574.19, 2212.86, 112457.98
jp50, 41, 14, 104672.96, 107302.39, 2238.96, 112457.98
jp50, 42, 14, 105247.09, 107989.39, 2255.60, 113942.76
jp50, 43, 14, 105559.52, 108801.67, 2240.81, 113942.76
jp50, 44, 14, 106354.48, 109754.88, 1983.57, 114159.00
jp50, 45, 14, 107556.37, 110499.59, 1682.62, 114159.00
jp50, 46, 14, 108714.87, 111297.12, 1312.50, 114632.51
jp50, 47, 14, 109790.47, 111777.75, 1203.80, 116213.74
jp50, 48, 14, 110538.06, 112225.19, 1016.91, 116213.74
jp50, 49, 14, 111411.83, 112752.45, 1074.59, 116213.74
jp50, 50, 14, 112007.63, 113066.83, 1191.22, 116213.74
jp50, 51, 14, 112007.63, 113553.66, 1349.21, 116213.74
jp50, 52, 14, 112457.98, 114054.83, 1368.90, 116213.74
jp50, 53, 14, 112457.98, 114333.10, 1344.64, 116213.74
jp50, 54, 14, 112778.77, 114653.05, 1291.39, 118373.28
jp50, 55, 14, 113045.37, 114995.50, 1153.06, 118373.28
jp50, 56, 14, 113623.87, 115354.34, 1081.04, 118676.45
jp50, 57, 14, 114159.00, 115734.64, 1074.13, 120004.23
jp50, 58, 14, 114366.13, 116045.88, 1186.34, 120475.99
jp50, 59, 14, 114754.84, 116418.17, 1147.10, 120475.99
jp50, 60, 14, 115660.41, 116710.61, 1143.38, 120475.99
jp50, 61, 14, 115985.36, 117065.24, 1311.38, 120475.99
jp50, 62, 14, 116213.74, 117385.52, 1404.92, 120475.99
jp50, 63, 14, 116213.74, 117774.20, 1537.80, 121853.52
jp50, 64, 14, 116213.74, 118299.90, 1529.65, 121853.52
jp50, 65, 14, 116213.74, 118780.85, 1507.95, 123047.60
jp50, 66, 14, 116930.39, 119258.56, 1482.41, 124422.01
jp50, 67, 14, 117525.20, 119513.86, 1369.06, 124422.01
jp50, 68, 14, 118117.15, 119835.89, 1268.28, 124422.01
jp50, 69, 14, 118676.45, 120347.33, 1424.10, 126352.56
jp50, 70, 14, 118977.98, 120815.33, 1497.39, 126352.56
jp50, 71, 14, 119692.61, 121417.51, 1787.00, 127498.25
jp50, 72, 14, 120004.23, 121958.31, 1919.17, 127690.49
jp50, 73, 14, 120058.71, 122475.53, 2091.29, 129405.51
jp50, 74, 14, 120475.99, 123228.45, 2348.48, 129518.81
jp50, 75, 14, 121166.56, 124138.60, 2638.78, 132508.18
jp50, 76, 14, 121642.98, 125175.66, 2677.91, 132508.18
jp50, 77, 14, 122485.60, 126422.21, 2543.41, 132508.18
jp50, 78, 14, 123882.33, 127366.72, 2207.05, 132508.18
jp50, 79, 14, 125646.62, 128447.09, 2141.01, 136163.17
jp50, 80, 14, 126336.96, 129010.51, 2111.56, 136163.17
jp50, 81, 14, 126974.03, 129718.61, 2289.75, 136163.17
jp50, 82, 14, 127498.25, 130448.02, 2335.93, 136470.82
jp50, 83, 14, 128471.66, 131370.36, 2197.09, 136470.82
jp50, 84, 14, 129405.51, 132069.57, 2165.29, 136470.82
jp50, 85, 14, 129738.81, 133009.86, 2022.73, 136470.82
jp50, 86, 14, 131192.91, 133776.76, 1741.51, 136538.70
jp50, 87, 14, 131832.22, 134420.39, 1462.25, 136538.70
jp50, 88, 14, 132559.59, 134955.62, 1173.45, 136538.70
jp50, 89, 14, 132856.61, 135180.51, 1069.94, 137469.83
jp50, 90, 14, 133990.02, 135617.14, 771.41, 137469.83
jp50, 0, 15, -805090.74, -474698.10, 103585.94, 0.00
jp50, 1, 15, -644050.37, -463667.86, 95868.67, 0.00
jp50, 2, 15, -585343.69, -444532.82, 88863.60, 0.00
jp50, 3, 15, -571705.60, -424544.27, 94755.43, 0.00
jp50, 4, 15, -534930.34, -405152.75, 98494.47, 0.00
jp50, 5, 15, -501957.29, -384542.42, 92810.19, 0.00
jp50, 6, 15, -483257.92, -371855.64, 97894.61, 0.00
jp50, 7, 15, -468928.82, -353105.81, 99569.21, 0.00
jp50, 8, 15, -457235.68, -341917.81, 95533.45, 0.00
jp50, 9, 15, -448799.20, -329456.74, 97705.09, 0.00
jp50, 10, 15, -418234.66, -305650.24, 94436.17, 0.00
jp50, 11, 15, -390082.00, -287435.10, 93146.52, 0.00
jp50, 12, 15, -373573.26, -269534.60, 101413.66, 0.00
jp50, 13, 15, -333310.47, -242054.88, 108808.13, 0.00
jp50, 14, 15, -319543.55, -209994.70, 120379.98, 0.00
jp50, 15, 15, -300353.59, -166791.58, 127474.60, 22614.63
jp50, 16, 15, -284137.59, -100805.02, 118539.83, 49306.73
jp50, 17, 15, -232329.95, -37263.53, 77807.74, 63113.48
jp50, 18, 15, -83973.82, -20.95, 22423.01, 63113.48
jp50, 19, 15, -2968.06, 8514.49, 16257.59, 63113.48
jp50, 20, 15, 0.00, 14375.36, 19857.32, 63113.48
jp50, 21, 15, 0.00, 21798.95, 22053.44, 77569.51
jp50, 22, 15, 0.00, 31299.40, 22781.19, 77569.51
jp50, 23, 15, 5896.78, 42647.59, 18925.08, 80426.71
jp50, 24, 15, 27544.74, 52451.72, 13636.11, 82747.91
jp50, 25, 15, 38948.55, 58655.38, 11127.86, 83428.03
jp50, 26, 15, 49306.73, 65299.12, 10253.51, 113322.24
jp50, 27, 15, 58308.87, 71337.24, 12324.47, 113322.24
jp50, 28, 15, 62212.35, 75533.55, 12370.65, 113322.24
jp50, 29, 15, 64163.63, 79505.12, 11866.06, 113322.24
jp50, 30, 15, 68379.03, 83930.09, 11969.58, 120228.06
jp50, 31, 15, 76726.65, 89317.38, 12654.26, 120228.06
jp50, 32, 15, 79776.83, 95137.92, 13161.88, 120228.06
jp50, 33, 15, 82323.15, 100550.32, 12114.46, 120228.06
jp50, 34, 15, 87099.36, 106091.14, 9702.21, 120228.06
jp50, 35, 15, 96391.85, 110305.62, 6802.77, 121788.07
jp50, 36, 15, 104845.26, 113504.07, 4768.35, 121788.07
jp50, 37, 15, 108688.63, 115676.75, 3736.64, 121788.07
jp50, 38, 15, 112636.83, 117501.48, 3189.98, 127248.58
jp50, 39, 15, 113139.80, 118108.44, 2892.36, 127248.58
jp50, 40, 15, 114909.97, 119165.68, 2567.13, 127248.58
jp50, 41, 15, 116619.50, 120354.27, 2665.63, 127248.58
jp50, 42, 15, 117872.84, 121410.25, 2740.04, 127248.58
jp50, 43, 15, 119468.51, 122440.84, 2923.93, 127248.58
jp50, 44, 15, 120228.06, 123835.65, 2984.66, 127248.58
jp50, 45, 15, 120228.06, 124920.58, 2518.86, 127248.58
jp50, 46, 15, 121788.07, 125854.21, 1709.22, 127248.58
jp50, 47, 15, 123672.90, 126386.87, 1155.52, 127248.58
jp50, 48, 15, 125592.55, 126898.75, 530.50, 127248.58
jp50, 0, 16, -717335.59, -465817.35, 108992.59, 0.00
jp50, 1, 16, -606405.38, -435234.74, 108587.51, 26444.11
jp50, 2, 16, -577374.64, -413290.79, 117097.93, 26444.11
jp50, 3, 16, -529555.80, -382657.60, 125326.14, 26444.11
jp50, 4, 16, -513717.46, -348172.27, 139116.50, 36514.43
jp50, 5, 16, -467431.17, -303752.62, 148745.66, 36514.43
jp50, 6, 16, -420606.87, -238210.66, 159726.08, 36514.43
jp50, 7, 16, -382762.99, -182079.85, 159611.57, 36514.43
jp50, 8, 16, -343095.95, -107158.66, 142468.49, 60775.49
jp50, 9, 16, -269736.61, -38370.31, 100577.73, 71137.58
jp50, 10, 16, -58518.63, 17196.03, 29280.43, 71137.58
jp50, 11, 16, 0.00, 34019.46, 20989.38, 71200.86
jp50, 12, 16, 16702.93, 45481.05, 18034.05, 74335.37
jp50, 13, 16, 26444.11, 53133.14, 15128.25, 75078.47
jp50, 14, 16, 34646.35, 60020.73, 10951.16, 87358.43
jp50, 15, 16, 53207.92, 65419.97, 7324.90, 98781.10
jp50, 16, 16, 59641.80, 68311.33, 7241.46, 98781.10
jp50, 17, 16, 62047.51, 71992.38, 8827.36, 99064.93
jp50, 18, 16, 65651.58, 76705.42, 9058.92, 99064.93
jp50, 19, 16, 68397.59, 79988.80, 9143.19, 99064.93
jp50, 20, 16, 71319.77, 85385.04, 8602.62, 101318.58
jp50, 21, 16, 77231.81, 89541.29, 7002.08, 103375.62
jp50, 22, 16, 83424.97, 93239.71, 5065.58, 103375.62
jp50, 23, 16, 87358.43, 95128.33, 4128.41, 103375.62
jp50, 24, 16, 90325.13, 96524.43, 3320.75, 104966.73
jp50, 25, 16, 92455.28, 97659.12, 2686.65, 104966.73
jp50, 26, 16, 95105.16, 98654.05, 2061.66, 104966.73
jp50, 27, 16, 96610.42, 99421.43, 2038.62, 107756.88
jp50, 28, 16, 97604.41, 100300.47, 2060.43, 107756.88
jp50, 29, 16, 98537.35, 101078.09, 2264.53, 108852.13
jp50, 30, 16, 98900.33, 102099.40, 2556.19, 109752.87
jp50, 31, 16, 99534.96, 102975.07, 2379.40, 109752.87
jp50, 32, 16, 100451.33, 103708.91, 2221.32, 109752.87
jp50, 33, 16, 101738.25, 104494.53, 2089.44, 109752.87
jp50, 34, 16, 102495.76, 105194.84, 2181.10, 110293.83
jp50, 35, 16, 103089.14, 106186.13, 2145.61, 111234.29
jp50, 36, 16, 103943.26, 107150.40, 1859.17, 111234.29
jp50, 37, 16, 104966.73, 107818.44, 1654.38, 112621.25
jp50, 38, 16, 106155.62, 108537.29, 1483.75, 112621.25
jp50, 39, 16, 106781.04, 109179.82, 1387.20, 112621.25
jp50, 40, 16, 107684.02, 109686.03, 1336.32, 114060.24
jp50, 41, 16, 108536.58, 110260.10, 1160.28, 114060.24
jp50, 42, 16, 109072.20, 110616.40, 1075.33, 114060.24
jp50, 43, 16, 109129.43, 110966.12, 1017.80, 114060.24
jp50, 44, 16, 109825.47, 111373.38, 954.35, 114060.24
jp50, 0, 17, -682402.04, -451371.51, 99585.31, 0.00
jp50, 1, 17, -548764.71, -424934.42, 85190.48, 0.00
jp50, 2, 17, -536266.17, -416295.73, 82239.36, 0.00
jp50, 3, 17, -524393.81, -410340.66, 79482.74, 0.00
jp50, 4, 17, -520358.12, -401979.79, 76558.67, 0.00
jp50, 5, 17, -489731.68, -382415.13, 73551.26, 0.00
jp50, 6, 17, -470494.20, -370406.46, 71451.76, 0.00
jp50, 7, 17, -444276.74, -360800.19, 72058.40, 0.00
jp50, 8, 17, -434759.51, -341756.28, 78323.56, 0.00
jp50, 9, 17, -427460.60, -326231.97, 85073.73, 0.00
jp50, 10, 17, -410477.78, -298828.26, 90222.20, 5465.08
jp50, 11, 17, -396654.57, -267518.65, 97443.21, 22319.21
jp50, 12, 17, -367900.13, -238979.58, 104083.93, 22319.21
jp50, 13, 17, -325336.13, -202920.90, 109484.12, 22319.21
jp50, 14, 17, -290549.14, -148507.40, 118364.06, 25584.86
jp50, 15, 17, -273373.80, -88632.12, 104744.73, 61324.61
jp50, 16, 17, -190960.07, -30238.28, 62218.64, 76939.36
jp50, 17, 17, -69813.33, 3755.52, 25094.36, 76939.36
jp50, 18, 17, -8395.42, 15444.04, 19399.85, 81436.50
jp50, 19, 17, 2236.58, 25728.38, 20231.23, 81436.50
jp50, 20, 17, 8391.00, 34667.66, 19749.60, 81436.50
jp50, 21, 17, 18608.01, 46136.70, 18666.81, 84546.55
jp50, 22, 17, 30767.89, 55646.78, 15723.93, 84546.55
jp50, 23, 17, 42968.49, 64870.39, 11998.91, 84546.55
jp50, 24, 17, 54518.34, 70518.63, 8853.75, 84546.55
jp50, 25, 17, 60022.00, 73325.69, 7456.71, 88943.15
jp50, 26, 17, 65002.34, 76823.26, 5598.91, 91102.03
jp50, 27, 17, 72131.92, 79187.65, 4599.61, 91102.03
jp50, 28, 17, 74434.97, 81032.17, 4257.14, 91102.03
jp50, 29, 17, 76585.32, 82359.32, 3978.08, 91589.20
jp50, 30, 17, 78329.84, 84234.53, 3555.07, 91684.19
jp50, 31, 17, 80982.75, 85769.85, 4173.31, 110696.73
jp50, 32, 17, 82268.14, 87333.10, 3916.52, 110696.73
jp50, 33, 17, 84119.43, 88112.04, 3871.25, 110696.73
jp50, 34, 17, 84546.55, 89583.24, 4407.84, 110696.73
jp50, 35, 17, 85337.43, 90773.51, 4697.93, 110696.73
jp50, 36, 17, 87622.34, 92836.67, 5100.43, 112732.28
jp50, 37, 17, 89256.63, 94780.96, 6026.87, 116986.44
jp50, 38, 17, 90184.93, 97181.06, 7041.59, 120575.82
jp50, 39, 17, 91224.25, 99898.23, 7025.87, 120575.82
jp50, 40, 17, 93483.97, 102685.61, 6772.66, 120575.82
jp50, 41, 17, 96336.69, 105921.73, 6514.76, 123995.09
jp50, 42, 17, 99619.33, 108612.21, 5703.88, 123995.09
jp50, 43, 17, 102981.05, 111072.50, 5236.90, 125345.42
jp50, 44, 17, 105900.73, 113164.85, 4799.16, 125345.42
jp50, 45, 17, 107963.46, 114988.69, 4640.10, 127273.09
jp50, 46, 17, 109979.05, 116751.02, 4604.90, 132804.05
jp50, 47, 17, 112450.84, 118720.22, 4570.68, 134470.55
jp50, 48, 17, 114616.16, 120392.44, 4435.76, 134470.55
jp50, 49, 17, 116986.44, 122184.49, 4501.66, 134470.55
jp50, 50, 17, 117829.95, 124469.14, 4749.74, 134470.55
jp50, 51, 17, 120374.66, 126505.49, 4407.38, 136472.93
jp50, 52, 17, 122039.55, 128243.07, 3872.84, 136472.93
jp50, 53, 17, 124897.78, 129748.50, 3284.39, 136472.93
jp50, 54, 17, 126012.92, 130995.52, 2944.55, 136472.93
jp50, 55, 17, 127773.67, 132391.51, 2547.77, 138780.16
jp50, 56, 17, 129320.26, 133603.98, 1950.71, 138780.16
jp50, 57, 17, 131505.30, 134446.72, 1761.31, 138780.16
jp50, 58, 17, 132503.26, 135111.58, 1785.23, 141791.93
jp50, 59, 17, 133894.59, 135827.42, 1847.20, 141791.93
jp50, 60, 17, 134272.06, 136452.79, 1982.74, 142296.32
jp50, 61, 17, 134470.55, 136955.23, 1893.54, 142296.32
jp50, 62, 17, 134634.05, 137550.21, 1781.42, 142296.32
jp50, 63, 17, 135729.39, 137887.92, 1732.17, 142296.32
jp50, 64, 17, 136223.40, 138360.14, 1760.22, 142296.32
jp50, 65, 17, 136472.93, 138801.12, 1758.94, 142296.32
jp50, 66, 17, 136744.00, 139385.77, 1697.68, 142296.32
jp50, 67, 17, 137663.04, 139911.92, 1636.70, 142296.32
jp50, 68, 17, 138380.52, 140568.70, 1535.40, 142571.23
jp50, 69, 17, 138780.16, 141148.71, 1366.64, 144628.34
jp50, 70, 17, 138780.16, 141659.48, 999.41, 144628.34
jp50, 0, 18, -701256.77, -462110.52, 102692.19, 0.00
jp50, 1, 18, -573945.48, -433732.19, 99620.54, 0.00
jp50, 2, 18, -544622.46, -415060.42, 105671.02, 0.00
jp50, 3, 18, -525789.68, -390310.81, 116429.05, 0.00
jp50, 4, 18, -493424.96, -350887.56, 135591.87, 14634.17
jp50, 5, 18, -478139.47, -330767.52, 139714.18, 14634.17
jp50, 6, 18, -453268.87, -277224.52, 155895.84, 41389.02
jp50, 7, 18, -413422.17, -216172.34, 163146.09, 41389.02
jp50, 8, 18, -368682.18, -145222.14, 155300.05, 54325.00
jp50, 9, 18, -312069.50, -83265.44, 130807.60, 66528.56
jp50, 10, 18, -265390.31, -18917.12, 76248.37, 71685.33
jp50, 11, 18, -14344.38, 16795.25, 22151.21, 75752.11
jp50, 12, 18, 0.00, 26679.54, 24831.15, 78386.76
jp50, 13, 18, 643.90, 36562.31, 24980.66, 89847.69
jp50, 14, 18, 14551.43, 47047.90, 22848.14, 90840.65
jp50, 15, 18, 21797.28, 57573.16, 18137.21, 99697.31
jp50, 16, 18, 39531.94, 64869.48, 14191.02, 99697.31
jp50, 17, 18, 50777.88, 72493.19, 11789.99, 101120.34
jp50, 18, 18, 65627.86, 77762.53, 9850.04, 101120.34
jp50, 19, 18, 68528.80, 81901.58, 9543.52, 101120.34
jp50, 20, 18, 74107.06, 86816.61, 9014.01, 107080.98
jp50, 21, 18, 77740.82, 91714.15, 7735.26, 107080.98
jp50, 22, 18, 83728.20, 95061.70, 5566.40, 107080.98
jp50, 23, 18, 89937.34, 97390.37, 4516.41, 107983.25
jp50, 24, 18, 92630.33, 99081.27, 4269.17, 109896.41
jp50, 25, 18, 93981.93, 100589.39, 3674.21, 109896.41
jp50, 26, 18, 97299.05, 101952.93, 3177.97, 109896.41
jp50, 27, 18, 99377.20, 103295.67, 2996.37, 109896.41
jp50, 28, 18, 100480.62, 104819.04, 3320.79, 115832.78
jp50, 29, 18, 101120.34, 105825.89, 3110.05, 115832.78
jp50, 30, 18, 102130.92, 106986.50, 3240.94, 116723.20
jp50, 31, 18, 103077.40, 108053.60, 2761.65, 116723.20
jp50, 32, 18, 105283.39, 109228.75, 2788.86, 116723.20
jp50, 33, 18, 107080.98, 110281.77, 2643.62, 116723.20
jp50, 34, 18, 107714.72, 111376.11, 2752.92, 120946.57
jp50, 35, 18, 108370.92, 112249.64, 2664.25, 120946.57
jp50, 36, 18, 109583.83, 113128.29, 2497.14, 120946.57
jp50, 37, 18, 110230.75, 113832.03, 2475.74, 120946.57
jp50, 38, 18, 111164.37, 114822.16, 2687.45, 124323.83
jp50, 39, 18, 112018.60, 115433.30, 2612.47, 124323.83
jp50, 40, 18, 112565.34, 116417.61, 2879.11, 125682.37
jp50, 41, 18, 113893.89, 117425.54, 2674.94, 125682.37
jp50, 42, 18, 115139.34, 118576.77, 2836.31, 125682.37
jp50, 43, 18, 115832.78, 119534.49, 2865.86, 126448.80
jp50, 44, 18, 116723.20, 120754.80, 2766.85, 129816.17
jp50, 45, 18, 117836.57, 121694.17, 2820.93, 130250.63
jp50, 46, 18, 119271.01, 123186.25, 2919.13, 130250.63
jp50, 47, 18, 120529.33, 124250.12, 2721.77, 130250.63
jp50, 48, 18, 121170.26, 125489.12, 2470.42, 130250.63
jp50, 49, 18, 122868.33, 126311.11, 2202.38, 130605.25
jp50, 50, 18, 123926.05, 127132.19, 1965.75, 130605.25
jp50, 51, 18, 125063.15, 127936.90, 1723.68, 130923.17
jp50, 52, 18, 125682.37, 128445.97, 1560.15, 131462.17
jp50, 53, 18, 126799.98, 129325.49, 1251.15, 132518.46
jp50, 54, 18, 127981.36, 129805.35, 983.07, 132518.46
jp50, 0, 19, -665690.88, -453025.98, 102065.30, 0.00
jp50, 1, 19, -581485.05, -433478.10, 97273.59, 0.00
jp50, 2, 19, -555776.42, -410658.89, 101666.28, 0.00
jp50, 3, 19, -542701.67, -397294.17, 97592.88, 0.00
jp50, 4, 19, -542355.27, -392962.22, 95826.30, 0.00
jp50, 5, 19, -510483.53, -369988.51, 96751.78, 0.00
jp50, 6, 19, -476210.02, -341050.63, 101410.20, 52263.10
jp50, 7, 19, -450535.54, -320996.66, 100208.30, 52263.10
jp50, 8, 19, -428944.74, -307923.36, 94378.78, 52263.10
jp50, 9, 19, -393887.46, -275939.55, 103405.84, 52263.10
jp50, 10, 19, -350842.46, -245622.52, 115467.77, 52263.10
jp50, 11, 19, -323470.64, -209119.17, 124500.08, 52263.10
jp50, 12, 19, -310132.22, -165131.93, 131637.85, 52263.10
jp50, 13, 19, -271055.07, -102124.26, 130738.47, 71679.82
jp50, 14, 19, -244603.12, -37897.66, 105052.62, 71679.82
jp50, 15, 19, -94759.38, 16693.74, 36847.56, 72945.33
jp50, 16, 19, 0.00, 33498.63, 23006.33, 72945.33
jp50, 17, 19, 0.00, 46344.38, 16815.56, 87455.84
jp50, 18, 19, 32128.81, 54408.47, 13059.56, 87621.97
jp50, 19, 19, 42518.47, 59586.15, 12051.78, 88136.59
jp50, 20, 19, 50020.95, 64954.92, 11217.16, 88136.59
jp50, 21, 19, 53064.68, 71019.69, 9777.05, 88677.49
jp50, 22, 19, 60305.04, 74947.36, 8915.87, 92598.66
jp50, 23, 19, 67375.59, 79665.32, 7158.55, 92598.66
jp50, 24, 19, 71679.82, 82902.92, 5744.63, 92598.66
jp50, 25, 19, 77311.91, 85733.64, 3522.02, 96661.95
jp50, 26, 19, 83230.59, 87601.24, 2809.35, 98511.62
jp50, 27, 19, 85529.47, 88579.97, 2669.69, 98511.62
jp50, 28, 19, 85932.18, 89370.37, 2965.83, 98616.64
jp50, 29, 19, 86961.35, 90840.29, 3215.45, 100284.82
jp50, 30, 19, 88136.59, 92410.90, 3083.69, 100284.82
jp50, 31, 19, 88894.86, 93782.96, 3134.14, 102479.26
jp50, 32, 19, 90800.08, 94466.90, 2832.94, 102479.26
jp50, 33, 19, 91795.29, 95701.12, 2978.75, 102839.53
jp50, 34, 19, 92644.49, 97152.88, 3129.90, 110204.02
jp50, 35, 19, 94356.94, 98852.96, 3240.15, 110493.72
jp50, 36, 19, 96302.55, 100267.44, 3759.32, 117145.66
jp50, 37, 19, 97496.81, 101539.95, 4069.79, 117145.66
jp50, 38, 19, 98511.62, 103094.81, 4692.78, 119018.88
jp50, 39, 19, 99179.07, 104771.69, 4857.50, 119018.88
jp50, 40, 19, 100284.82, 107069.40, 4650.13, 122558.30
jp50, 41, 19, 103679.11, 109753.64, 4989.92, 130555.28
jp50, 42, 19, 105641.95, 111627.68, 5201.39, 130555.28
jp50, 43, 19, 106786.63, 112754.90, 5457.45, 130555.28
jp50, 44, 19, 108448.88, 114986.45, 5701.39, 130555.28
jp50, 45, 19, 109537.06, 117050.86, 5811.68, 130555.28
jp50, 46, 19, 111688.01, 119503.04, 5643.23, 131855.29
jp50, 47, 19, 113892.14, 121747.94, 5480.16, 131855.29
jp50, 48, 19, 117015.29, 123971.37, 4923.42, 131855.29
jp50, 49, 19, 118524.21, 125961.85, 4282.64, 132818.93
jp50, 50, 19, 121640.32, 128071.43, 3075.86, 134245.71
jp50, 51, 19, 123809.33, 129379.69, 1994.22, 134245.71
jp50, 52, 19, 127229.97, 129974.78, 1544.82, 134245.71
jp50, 53, 19, 128809.08, 130686.04, 1306.03, 134245.71
jp50, 54, 19, 129542.87, 131078.00, 1255.93, 134245.71
jp50, 55, 19, 129954.78, 131413.12, 1226.96, 134245.71
jp50, 56, 19, 130281.54, 131843.97, 1307.36, 134749.44
jp50, 57, 19, 130555.28, 132366.89, 1308.41, 134749.44
jp50, 58, 19, 130555.28, 132649.59, 1248.86, 134749.44
jp50, 59, 19, 131399.44, 133178.19, 1019.47, 134749.44
jp50, 60, 19, 131855.29, 133429.76, 952.35, 135957.28
jp50, 0, 20, -726152.89, -462891.01, 95488.37, 0.00
jp50, 1, 20, -585281.88, -446572.11, 89869.21, 0.00
jp50, 2, 20, -562417.02, -430157.99, 86100.24, 0.00
jp50, 3, 20, -534360.78, -409719.81, 102274.75, 0.00
jp50, 4, 20, -509579.68, -381786.79, 115119.57, 0.00
jp50, 5, 20, -509154.60, -376600.98, 115572.09, 0.00
jp50, 6, 20, -479750.94, -341705.32, 129460.14, 0.00
jp50, 7, 20, -464990.67, -299032.68, 138441.49, 18603.50
jp50, 8, 20, -430768.77, -252700.47, 144730.97, 35790.62
jp50, 9, 20, -375141.12, -199066.98, 145850.66, 35790.62
jp50, 10, 20, -331011.84, -136229.51, 141229.36, 41474.76
jp50, 11, 20, -297410.01, -75337.62, 116526.20, 57953.18
jp50, 12, 20, -226062.63, -21564.21, 73356.63, 57953.18
jp50, 13, 20, -41146.18, 15268.54, 20720.89, 57953.18
jp50, 14, 20, 0.00, 26427.37, 20119.79, 63878.27
jp50, 15, 20, 0.00, 34812.20, 16883.11, 63878.27
jp50, 16, 20, 18603.50, 42366.59, 12804.41, 69628.48
jp50, 17, 20, 31487.99, 48841.15, 9194.46, 69628.48
